"x","y"
22238,7149.2
22239,7222
22240,7133
22241,7049.4
22242,6973.5
22243,7076.3
22244,7150.5
22245,7229.1
22246,7304.9
22247,7395.6
22248,7319.4
22249,7232.9
22250,7157
22251,7229.7
22252,7322.6
22253,7227.1
22254,7147.9
22255,7066.5
22256,6984.8
22257,6910.1
22258,6836.7
22259,6765.2
22260,6695.8
22261,6782.3
22262,6858.4
22263,6974.8
22264,7073
22265,7162.1
22266,7243.1
22267,7158.9
22268,7080.9
22269,6987.4
22270,6877.9
22271,6959.5
22272,6865.1
22273,6792.6
22274,6713
22275,6641.6
22276,6741.9
22277,6829.9
22278,6909.5
22279,6996
22280,7067.8
22281,7139.5
22282,7067.1
22283,6960.2
22284,6873.9
22285,6948.9
22286,6879.9
22287,6806.9
22288,6875.9
22289,6800.1
22290,6728.2
22291,6653.5
22292,6583.5
22293,6661.1
22294,6731.6
22295,6656.2
22296,6589.1
22297,6665.3
22298,6744.7
22299,6827.9
22300,6900.1
22301,6975.5
22302,7046.1
22303,7131.7
22304,7049.4
22305,6978.1
22306,6897.4
22307,6821.1
22308,6733.7
22309,6650
22310,6581.4
22311,6659.7
22312,6746.7
22313,6853
22314,6924.2
22315,7000.7
22316,7089.4
22317,7193.1
22318,7266.7
22319,7343.4
22320,7419.3
22321,7495.1
22322,7575.5
22323,7658.8
22324,7582.9
22325,7501.9
22326,7416.8
22327,7330.8
22328,7249.5
22329,7324.5
22330,7236.1
22331,7140.8
22332,7220.7
22333,7144.7
22334,7073.7
22335,7160.9
22336,7250.2
22337,7332.7
22338,7257.8
22339,7165.4
22340,7082.2
22341,7164.1
22342,7248.9
22343,7322.6
22344,7398.7
22345,7313.7
22346,7238
22347,7313.7
22348,7238
22349,7325.8
22350,7399.9
22351,7324.5
22352,7240.6
22353,7313.7
22354,7222.6
22355,7297.9
22356,7224.6
22357,7299.2
22358,7200.2
22359,7123.9
22360,7026.4
22361,6955.5
22362,7040.9
22363,7127.2
22364,7052.1
22365,7149.9
22366,7222.6
22367,7298.5
22368,7205.3
22369,7283.9
22370,7210.5
22371,7304.9
22372,7229.1
22373,7308
22374,7222
22375,7136.9
22376,7209.2
22377,7284.6
22378,7194.4
22379,7275
22380,7201.5
22381,7120.7
22382,7197.6
22383,7274.4
22384,7199.5
22385,7117.4
22386,7192.5
22387,7118.7
22388,7191.8
22389,7110.2
22390,7026.4
22391,7100.5
22392,7179.6
22393,7082.2
22394,7158.3
22395,7086.8
22396,7013.9
22397,6936.9
22398,7009.3
22399,7092
22400,7172.5
22401,7096.6
22402,7017.8
22403,6944.2
22404,6866.5
22405,6945.6
22406,7023.1
22407,6868.5
22408,6788.5
22409,6668.8
22410,6772.1
22411,6848.9
22412,6929.5
22413,6857
22414,6930.9
22415,7002.6
22416,7089.4
22417,7007.9
22418,7084.2
22419,7006.6
22420,7082.8
22421,7003.3
22422,6918.8
22423,6989.4
22424,6918.2
22425,6988.1
22426,6914.8
22427,6991.4
22428,6919.5
22429,6850.2
22430,6781.6
22431,6699.2
22432,6616.5
22433,6546.8
22434,6619.3
22435,6689.5
22436,6759.8
22437,6831.3
22438,6902.8
22439,6978.1
22440,6893.4
22441,6803.5
22442,6727.5
22443,6659.7
22444,6736.4
22445,6814.3
22446,6896.7
22447,6977.5
22448,7048.8
22449,6973.5
22450,6890
22451,6815.7
22452,6901.4
22453,6824.5
22454,6754.3
22455,6839.4
22456,6742.6
22457,6668.1
22458,6595.5
22459,6663.2
22460,6737.1
22461,6668.1
22462,6601.1
22463,6688.9
22464,6791.9
22465,6718.5
22466,6650.7
22467,6719.2
22468,6640.9
22469,6715.8
22470,6648.6
22471,6717.9
22472,6787.1
22473,6705.4
22474,6781
22475,6713
22476,6784.4
22477,6702.7
22478,6633.9
22479,6568
22480,6643
22481,6554.6
22482,6484.3
22483,6561.7
22484,6639.5
22485,6728.2
22486,6656.2
22487,6725.4
22488,6654.9
22489,6743.3
22490,6669.4
22491,6593.3
22492,6671.5
22493,6746.7
22494,6815
22495,6905.4
22496,6978.8
22497,6905.4
22498,6984.8
22499,6910.8
22500,6836
22501,6761.1
22502,6681.2
22503,6606
22504,6676.4
22505,6748.8
22506,6681.2
22507,6828.6
22508,6898.1
22509,7002
22510,7079.6
22511,7169.2
22512,7282.7
22513,7379.3
22514,7456.7
22515,7368
22516,7293.5
22517,7369.9
22518,7454.8
22519,7361.7
22520,7283.9
22521,7364.2
22522,7451.1
22523,7529.6
22524,7454.8
22525,7536.9
22526,7443
22527,7362.3
22528,7451.7
22529,7534.5
22530,7613.9
22531,7530.8
22532,7455.4
22533,7532.6
22534,7615.8
22535,7539.4
22536,7456.7
22537,7376.8
22538,7456.7
22539,7381.8
22540,7292.2
22541,7373
22542,7458.5
22543,7376.8
22544,7299.2
22545,7217.5
22546,7141.4
22547,7069.8
22548,7151.8
22549,7231
22550,7306.8
22551,7234.2
22552,7161.5
22553,7082.2
22554,7160.2
22555,7235.5
22556,7162.8
22557,7242.5
22558,7318.2
22559,7242.5
22560,7320.1
22561,7402.5
22562,7326.4
22563,7249.5
22564,7334.6
22565,7254
22566,7180.9
22567,7081.5
22568,6981.5
22569,6887.3
22570,6804.8
22571,6733.7
22572,6837.4
22573,6921.5
22574,7004
22575,7078.9
22576,7153.1
22577,7238.7
22578,7312.5
22579,7397.4
22580,7482.7
22581,7406.8
22582,7321.3
22583,7418.1
22584,7494.4
22585,7419.3
22586,7336.5
22587,7421.8
22588,7345.3
22589,7423.7
22590,7348.5
22591,7266.1
22592,7186
22593,7110.9
22594,7038.3
22595,7122.6
22596,7199.5
22597,7112.8
22598,7194.4
22599,7273.1
22600,7189.2
22601,7267.4
22602,7340.9
22603,7265.5
22604,7190.5
22605,7075.6
22606,7156.3
22607,7230.3
22608,7149.9
22609,7053.4
22610,7134.3
22611,7216.9
22612,7137.5
22613,7216.9
22614,7296
22615,7381.2
22616,7277.6
22617,7199.5
22618,7286.5
22619,7205.3
22620,7278.2
22621,7356.7
22622,7269.9
22623,7171.8
22624,7073
22625,7162.1
22626,7085.5
22627,7008.6
22628,7116.8
22629,7195
22630,7122
22631,7217.5
22632,7294.7
22633,7201.5
22634,7122
22635,7046.1
22636,7122.6
22637,7214.3
22638,7142.1
22639,7063.2
22640,6992.7
22641,7073
22642,6988.1
22643,6897.4
22644,6804.8
22645,6719.2
22646,6645.8
22647,6565.9
22648,6499.3
22649,6419.7
22650,6485.7
22651,6560.3
22652,6650.7
22653,6719.2
22654,6643.7
22655,6544
22656,6449.9
22657,6524.2
22658,6591.2
22659,6516.4
22660,6593.3
22661,6663.9
22662,6752.9
22663,6840.1
22664,6920.2
22665,7002.6
22666,7088.7
22667,6970.8
22668,6894.7
22669,6978.8
22670,7096.6
22671,7178.3
22672,7086.8
22673,6986.1
22674,6910.8
22675,6999.3
22676,7072.4
22677,7144.7
22678,7071.7
22679,6998.7
22680,7082.2
22681,7004
22682,6932.9
22683,6863.8
22684,6946.2
22685,7017.8
22686,7107.6
22687,7187.3
22688,7266.1
22689,7344.1
22690,7268.7
22691,7182.8
22692,7100.5
22693,7173.1
22694,7101.8
22695,7023.8
22696,7095.9
22697,7024.4
22698,7113.5
22699,7029
22700,6957.5
22701,7046.1
22702,6963.5
22703,6887.3
22704,6968.8
22705,7040.9
22706,7118.7
22707,7035.6
22708,7111.5
22709,7039.6
22710,7113.5
22711,7041.5
22712,7147.9
22713,7072.4
22714,6992.1
22715,7071.7
22716,7000.7
22717,6928.2
22718,6855
22719,6776.2
22720,6697.2
22721,6617.9
22722,6549.7
22723,6622.1
22724,6706.8
22725,6777.5
22726,6850.2
22727,6940.9
22728,7014.5
22729,6936.2
22730,7041.5
22731,7127.8
22732,7201.5
22733,7103.7
22734,7178.3
22735,7309.9
22736,7394.3
22737,7480.2
22738,7559.6
22739,7640.7
22740,7549.2
22741,7452.9
22742,7330.8
22743,7237.4
22744,7316.3
22745,7418.7
22746,7497.5
22747,7575.5
22748,7690.2
22749,7581.7
22750,7493.2
22751,7402.5
22752,7328.9
22753,7255.9
22754,7347.2
22755,7429.3
22756,7516.6
22757,7383
22758,7283.3
22759,7201.5
22760,7129.8
22761,7204.7
22762,7281.4
22763,7368.6
22764,7288.4
22765,7386.8
22766,7474.6
22767,7395.6
22768,7320.7
22769,7400.6
22770,7325.1
22771,7422.4
22772,7499.4
22773,7408.1
22774,7328.9
22775,7184.7
22776,7086.1
22777,6994.7
22778,6910.1
22779,6986.1
22780,7065.8
22781,7139.5
22782,7216.9
22783,7292.2
22784,7381.2
22785,7285.8
22786,7209.2
22787,7128.5
22788,7220.1
22789,7303
22790,7377.4
22791,7296.6
22792,7372.4
22793,7472.2
22794,7385.5
22795,7266.1
22796,7136.2
22797,7036.9
22798,7127.8
22799,7217.5
22800,7307.4
22801,7391.8
22802,7300.4
22803,7377.4
22804,7464.1
22805,7541.9
22806,7459.1
22807,7373.6
22808,7449.2
22809,7527.7
22810,7448
22811,7523.4
22812,7443
22813,7365.5
22814,7270.6
22815,7170.5
22816,7092.6
22817,7020.5
22818,6943.6
22819,7017.8
22820,7103.1
22821,7189.2
22822,7282
22823,7198.9
22824,7125.9
22825,7044.8
22826,7125.2
22827,7046.8
22828,7120.7
22829,7203.4
22830,7279.5
22831,7362.3
22832,7438
22833,7362.9
22834,7286.5
22835,7206
22836,7111.5
22837,7039.6
22838,6944.2
22839,6869.1
22840,6800.7
22841,6724.1
22842,6641.6
22843,6553.2
22844,6485
22845,6413.2
22846,6347.2
22847,6268.7
22848,6177.9
22849,6101.8
22850,6183.2
22851,6269.4
22852,6334.1
22853,6419
22854,6350.1
22855,6263.5
22856,6186.2
22857,6124.5
22858,6053.8
22859,5964.4
22860,5903.5
22861,5993.1
22862,6091.9
22863,6250.2
22864,6320.2
22865,6412.5
22866,6483.6
22867,6557.4
22868,6470.7
22869,6385.7
22870,6302.6
22871,6399.5
22872,6650
22873,6793.2
22874,6928.9
22875,7016.5
22876,7092
22877,7164.7
22878,7240.6
22879,7329.5
22880,7438.6
22881,7347.8
22882,7428.7
22883,7326.4
22884,7241.2
22885,7358.5
22886,7435.5
22887,7516.6
22888,7431.2
22889,7345.9
22890,7271.8
22891,7188.6
22892,7281.4
22893,7371.7
22894,7451.1
22895,7541.9
22896,7448.6
22897,7366.1
22898,7283.3
22899,7197.6
22900,7273.1
22901,7362.9
22902,7258.5
22903,7173.1
22904,7072.4
22905,6988.7
22906,6912.8
22907,7005.3
22908,7079.6
22909,6991.4
22910,6902.8
22911,6979.5
22912,6910.1
22913,6983.4
22914,7085.5
22915,7004.6
22916,7123.9
22917,7220.1
22918,7144
22919,7046.1
22920,6953.5
22921,6881.9
22922,6958.9
22923,7032.3
22924,7108.3
22925,7014.5
22926,7093.9
22927,7201.5
22928,7282
22929,7207.9
22930,7125.9
22931,7049.4
22932,7140.8
22933,7215.6
22934,7296
22935,7221.4
22936,7138.8
22937,7058.6
22938,6987.4
22939,6893.4
22940,6968.2
22941,7080.9
22942,7009.3
22943,6901.4
22944,6976.1
22945,7052.7
22946,7129.8
22947,7222.6
22948,7297.3
22949,7207.2
22950,7134.9
22951,7056.6
22952,7153.7
22953,7229.7
22954,7343.4
22955,7266.1
22956,7357.9
22957,7276.9
22958,7204
22959,7283.9
22960,7197
22961,7108.9
22962,7198.3
22963,7290.3
22964,7209.2
22965,7288.4
22966,7213.7
22967,7294.7
22968,7197.6
22969,7120
22970,7038.3
22971,7136.2
22972,7052.7
22973,6974.2
22974,7051.4
22975,7128.5
22976,7204
22977,7285.8
22978,7212.4
22979,7140.1
22980,7215
22981,7140.1
22982,7067.1
22983,7158.9
22984,7236.1
22985,7163.4
22986,7085.5
22987,7157.6
22988,7251.4
22989,7168.6
22990,7259.1
22991,7182.2
22992,7108.9
22993,7029.7
22994,6956.2
22995,7031.7
22996,7106.3
22997,7178.3
22998,7048.8
22999,6950.9
23000,6877.2
23001,6807.5
23002,6737.8
23003,6821.1
23004,6912.1
23005,6992.7
23006,7124.6
23007,7204
23008,7282.7
23009,7379.9
23010,7464.7
23011,7546.2
23012,7622.5
23013,7706.4
23014,7617
23015,7538.8
23016,7462.9
23017,7539.4
23018,7620.6
23019,7719
23020,7622.5
23021,7707
23022,7628.5
23023,7551.7
23024,7638.8
23025,7550.4
23026,7628.5
23027,7548.6
23028,7624.9
23029,7702.2
23030,7622.5
23031,7702.8
23032,7615.2
23033,7526.5
23034,7604.2
23035,7504.3
23036,7428.7
23037,7511.7
23038,7601.8
23039,7690.2
23040,7606
23041,7493.2
23042,7576.2
23043,7654.6
23044,7578.6
23045,7658.8
23046,7582.9
23047,7507.4
23048,7418.7
23049,7329.5
23050,7231.6
23051,7146
23052,7069.8
23053,7143.4
23054,7216.9
23055,7136.9
23056,7225.9
23057,7305.5
23058,7384.9
23059,7296.6
23060,7370.5
23061,7450.5
23062,7363.6
23063,7447.3
23064,7371.7
23065,7460.4
23066,7380.5
23067,7307.4
23068,7234.2
23069,7308
23070,7393.1
23071,7474
23072,7377.4
23073,7280.7
23074,7202.8
23075,7275.7
23076,7356
23077,7271.8
23078,7371.1
23079,7287.1
23080,7361.7
23081,7276.3
23082,7362.3
23083,7280.7
23084,7362.9
23085,7285.8
23086,7395.6
23087,7311.2
23088,7233.5
23089,7326.4
23090,7238
23091,7321.3
23092,7399.9
23093,7477.1
23094,7389.3
23095,7469.1
23096,7554.7
23097,7468.5
23098,7389.9
23099,7313.7
23100,7240.6
23101,7318.2
23102,7397.4
23103,7311.8
23104,7229.1
23105,7313.7
23106,7391.2
23107,7309.9
23108,7389.9
23109,7292.8
23110,7366.7
23111,7291.5
23112,7376.1
23113,7269.3
23114,7183.4
23115,7106.3
23116,7015.2
23117,6925.5
23118,6849.6
23119,6921.5
23120,7042.2
23121,7164.7
23122,7075
23123,6996
23124,6906.1
23125,7002
23126,7073
23127,7156.3
23128,7235.5
23129,7318.2
23130,7393.1
23131,7300.4
23132,7392.4
23133,7473.4
23134,7393.1
23135,7305.5
23136,7216.9
23137,7290.3
23138,7216.9
23139,7139.5
23140,7056.6
23141,7133.6
23142,7207.9
23143,7283.3
23144,7205.3
23145,7104.4
23146,7030.4
23147,7108.3
23148,7204.7
23149,7132.3
23150,7056.6
23151,6975.5
23152,7063.2
23153,7144.7
23154,7061.9
23155,6974.2
23156,6890.7
23157,6965.5
23158,6884.6
23159,6956.2
23160,7035.6
23161,7107
23162,7193.1
23163,7108.9
23164,7013.9
23165,7090.7
23166,7168.6
23167,7093.9
23168,7021.1
23169,6939.6
23170,7018.5
23171,7093.3
23172,7018.5
23173,6939.6
23174,6853
23175,6928.9
23176,6857
23177,6773.5
23178,6656.2
23179,6584.2
23180,6659.7
23181,6728.9
23182,6801.4
23183,6722
23184,6630.5
23185,6711
23186,6779.6
23187,6857
23188,6926.9
23189,6851.6
23190,6772.8
23191,6842.1
23192,6752.9
23193,6853
23194,6763.2
23195,6834
23196,6922.9
23197,6850.2
23198,6935.5
23199,7017.8
23200,6918.2
23201,6840.1
23202,6766.6
23203,6693
23204,6622.1
23205,6696.5
23206,6770.7
23207,6840.1
23208,6922.9
23209,6993.4
23210,7113.5
23211,7185.4
23212,7273.7
23213,7350.4
23214,7444.2
23215,7368.6
23216,7460.4
23217,7369.9
23218,7289
23219,7373.6
23220,7472.8
23221,7560.3
23222,7479
23223,7563.3
23224,7484.6
23225,7409.3
23226,7334
23227,7410.6
23228,7332.1
23229,7424.3
23230,7347.8
23231,7263.6
23232,7339.6
23233,7429.3
23234,7352.9
23235,7434.3
23236,7349.1
23237,7273.7
23238,7351.6
23239,7264.2
23240,7190.5
23241,7265.5
23242,7349.1
23243,7429.3
23244,7504.9
23245,7426.8
23246,7351.6
23247,7430.5
23248,7348.5
23249,7424.3
23250,7345.9
23251,7264.2
23252,7187.3
23253,7275
23254,7364.2
23255,7275.7
23256,7363.6
23257,7281.4
23258,7356.7
23259,7434.3
23260,7354.1
23261,7271.8
23262,7351
23263,7443
23264,7362.9
23265,7285.2
23266,7202.8
23267,7279.5
23268,7204.7
23269,7107
23270,7027.7
23271,6953.5
23272,6881.9
23273,6813
23274,6890.7
23275,6962.9
23276,7056
23277,7142.1
23278,7235.5
23279,7315.6
23280,7204.7
23281,7122.6
23282,7206
23283,7293.5
23284,7220.1
23285,7142.1
23286,7227.1
23287,7149.9
23288,7070.4
23289,7142.1
23290,7047.5
23291,7118.7
23292,7191.2
23293,7108.3
23294,7035.6
23295,7107.6
23296,7000
23297,7071.1
23298,6994.7
23299,6919.5
23300,6849.6
23301,6778.2
23302,6882.6
23303,6952.9
23304,7039.6
23305,7135.6
23306,7217.5
23307,7309.3
23308,7207.2
23309,7094.6
23310,6998
23311,6916.8
23312,6838.1
23313,6910.8
23314,6983.4
23315,7057.3
23316,7136.2
23317,7059.3
23318,7131.7
23319,7209.2
23320,7130.4
23321,6998.7
23322,7104.4
23323,7189.9
23324,7262.9
23325,7186
23326,7103.7
23327,7029
23328,6958.2
23329,6835.4
23330,6756.3
23331,6677.1
23332,6747.4
23333,6656.9
23334,6568
23335,6499.3
23336,6426.2
23337,6354.5
23338,6423.3
23339,6495.7
23340,6563.8
23341,6631.9
23342,6712.3
23343,6632.6
23344,6728.9
23345,6799.4
23346,6681.9
23347,6584.9
23348,6490.7
23349,6387.9
23350,6282.7
23351,6354.5
23352,6280.5
23353,6377
23354,6467.9
23355,6537.6
23356,6622.1
23357,6729.6
23358,6858.4
23359,6772.8
23360,6675
23361,6764.6
23362,6838.8
23363,6913.5
23364,6984.8
23365,7056
23366,6980.1
23367,7055.3
23368,7139.5
23369,7053.4
23370,6968.8
23371,6898.7
23372,6968.8
23373,7039.6
23374,7114.8
23375,7195
23376,7115.5
23377,7042.9
23378,6958.9
23379,6884
23380,6802.1
23381,6732.3
23382,6652.8
23383,6728.9
23384,6798
23385,6715.8
23386,6787.8
23387,6863.8
23388,6959.5
23389,6847.5
23390,6777.5
23391,6701.3
23392,6776.9
23393,6859.7
23394,6946.9
23395,7023.8
23396,6950.2
23397,7023.8
23398,6948.9
23399,7037.6
23400,7111.5
23401,7023.1
23402,6930.9
23403,6860.4
23404,6934.9
23405,6843.5
23406,6915.5
23407,7004
23408,7076.3
23409,7158.9
23410,7076.3
23411,7002
23412,6911.5
23413,6996.7
23414,7079.6
23415,7009.3
23416,6932.9
23417,7014.5
23418,7103.7
23419,7010.6
23420,6938.2
23421,7040.9
23422,6960.9
23423,7042.2
23424,7134.3
23425,7044.2
23426,7116.8
23427,7033
23428,6956.2
23429,7029.7
23430,6958.9
23431,6879.9
23432,6953.5
23433,6884.6
23434,6962.2
23435,6892.7
23436,6823.8
23437,6748.8
23438,6819.8
23439,6888.7
23440,6974.2
23441,6870.5
23442,6774.8
23443,6700.6
23444,6776.9
23445,6700.6
23446,6633.9
23447,6549
23448,6638.1
23449,6722
23450,6803.5
23451,6890
23452,6981.5
23453,7100.5
23454,7186.7
23455,7263.6
23456,7344.7
23457,7254.6
23458,7349.7
23459,7427.4
23460,7349.1
23461,7259.1
23462,7335.9
23463,7262.9
23464,7184.1
23465,7257.8
23466,7334
23467,7408.1
23468,7321.3
23469,7243.1
23470,7324.5
23471,7400.6
23472,7477.1
23473,7399.9
23474,7318.2
23475,7393.1
23476,7472.2
23477,7384.3
23478,7466.6
23479,7384.9
23480,7311.2
23481,7389.9
23482,7315
23483,7238.7
23484,7311.8
23485,7227.8
23486,7139.5
23487,7229.7
23488,7320.7
23489,7405.6
23490,7325.1
23491,7408.1
23492,7334.6
23493,7261.6
23494,7186
23495,7112.2
23496,7031.7
23497,7106.3
23498,7190.5
23499,7277.6
23500,7359.8
23501,7264.2
23502,7191.2
23503,7116.1
23504,7195.7
23505,7113.5
23506,7042.2
23507,6956.2
23508,6879.9
23509,6959.5
23510,7030.4
23511,6938.2
23512,6843.5
23513,6772.1
23514,6691.6
23515,6619.3
23516,6547.5
23517,6474.3
23518,6386.5
23519,6322.4
23520,6403.1
23521,6470
23522,6536.9
23523,6615.1
23524,6687.5
23525,6759.8
23526,6884
23527,6974.2
23528,7047.5
23529,7130.4
23530,7059.3
23531,7136.2
23532,7213
23533,7129.1
23534,7033.6
23535,6950.9
23536,7025.7
23537,7103.1
23538,7175.1
23539,7271.2
23540,7191.2
23541,7268
23542,7347.8
23543,7262.9
23544,7346.6
23545,7435.5
23546,7355.4
23547,7271.2
23548,7186
23549,7282
23550,7360.4
23551,7284.6
23552,7211.7
23553,7287.1
23554,7376.8
23555,7454.2
23556,7371.7
23557,7292.8
23558,7209.2
23559,7287.1
23560,7208.5
23561,7282
23562,7195.7
23563,7273.1
23564,7173.8
23565,7247.6
23566,7171.8
23567,7274.4
23568,7201.5
23569,7116.1
23570,7197.6
23571,7122
23572,7195.7
23573,7271.2
23574,7197.6
23575,7275
23576,7193.7
23577,7270.6
23578,7197
23579,7118.7
23580,7027.7
23581,6951.6
23582,6872.5
23583,6762.5
23584,6638.1
23585,6572.2
23586,6648.6
23587,6715.8
23588,6785.7
23589,6859
23590,6945.6
23591,7043.5
23592,6966.2
23593,6895.4
23594,6966.9
23595,7051.4
23596,7128.5
23597,7054.7
23598,6984.8
23599,6913.5
23600,6992.7
23601,7073
23602,6976.1
23603,7047.5
23604,6976.1
23605,7047.5
23606,7129.8
23607,7204
23608,7103.7
23609,7029
23610,7100.5
23611,6978.8
23612,7050.1
23613,6973.5
23614,7044.8
23615,7117.4
23616,7044.8
23617,7120
23618,7193.7
23619,7107
23620,7179.6
23621,7092
23622,7015.9
23623,7086.8
23624,7008.6
23625,7080.9
23626,7008.6
23627,7088.1
23628,7017.8
23629,7091.3
23630,7008.6
23631,6928.9
23632,7007.3
23633,6937.6
23634,7017.8
23635,6925.5
23636,6834
23637,6933.5
23638,6857
23639,6928.9
23640,6859.7
23641,6789.2
23642,6873.9
23643,6803.5
23644,6873.2
23645,6804.8
23646,6727.5
23647,6659
23648,6575.8
23649,6465.7
23650,6372.7
23651,6298.9
23652,6397.3
23653,6467.2
23654,6586.3
23655,6687.5
23656,6782.3
23657,6862.4
23658,6986.1
23659,7073
23660,7146.6
23661,7227.1
23662,7303.6
23663,7380.5
23664,7302.3
23665,7385.5
23666,7466.6
23667,7384.9
23668,7299.2
23669,7377.4
23670,7453.6
23671,7540.6
23672,7465.4
23673,7364.8
23674,7285.8
23675,7213.7
23676,7291.5
23677,7369.9
23678,7451.7
23679,7366.1
23680,7275
23681,7351
23682,7263.6
23683,7189.2
23684,7266.7
23685,7354.8
23686,7436.8
23687,7361.1
23688,7283.3
23689,7361.7
23690,7282.7
23691,7364.8
23692,7287.7
23693,7362.9
23694,7282
23695,7184.1
23696,7090
23697,7002.6
23698,6932.9
23699,7024.4
23700,7106.3
23701,7180.2
23702,7258.5
23703,7177.6
23704,7103.1
23705,7177
23706,7102.4
23707,7181.5
23708,7255.3
23709,7334.6
23710,7255.9
23711,7178.9
23712,7254.6
23713,7179.6
23714,7253.4
23715,7178.3
23716,7252.1
23717,7327
23718,7230.3
23719,7120.7
23720,7046.8
23721,7121.3
23722,7046.1
23723,7122
23724,7195
23725,7269.9
23726,7197.6
23727,7120.7
23728,7048.1
23729,7137.5
23730,7046.1
23731,7122
23732,7197
23733,7273.7
23734,7200.8
23735,7112.2
23736,7184.1
23737,7109.6
23738,7186.7
23739,7113.5
23740,7197
23741,7124.6
23742,7198.9
23743,7112.2
23744,7027.1
23745,6952.2
23746,6878.6
23747,6793.9
23748,6724.1
23749,6860.4
23750,6956.2
23751,6882.6
23752,6808.2
23753,6883.3
23754,6962.2
23755,7036.9
23756,7112.8
23757,7203.4
23758,7112.2
23759,7195.7
23760,7117.4
23761,7200.8
23762,7122
23763,7207.9
23764,7108.3
23765,7037.6
23766,7109.6
23767,7035.6
23768,6964.9
23769,6892.7
23770,6818.4
23771,6906.1
23772,6982.8
23773,6894
23774,6969.5
23775,7055.3
23776,6969.5
23777,7047.5
23778,7128.5
23779,7037.6
23780,7112.2
23781,7189.9
23782,7103.1
23783,7182.8
23784,7103.1
23785,7032.3
23786,6960.9
23787,6879.2
23788,6809.6
23789,6738.5
23790,6817.7
23791,6728.2
23792,6656.2
23793,6730.3
23794,6816.4
23795,6886.6
23796,6970.8
23797,6896.1
23798,6814.3
23799,6730.3
23800,6645.8
23801,6548.3
23802,6472.9
23803,6539.8
23804,6644.4
23805,6733.7
23806,6830.6
23807,6923.5
23808,7030.4
23809,7110.9
23810,7195.7
23811,7271.2
23812,7356
23813,7279.5
23814,7202.8
23815,7123.3
23816,7052.1
23817,6972.2
23818,6897.4
23819,6821.8
23820,6750.9
23821,6681.9
23822,6608.1
23823,6675
23824,6590.5
23825,6668.8
23826,6744
23827,6823.8
23828,6906.1
23829,6984.1
23830,6906.8
23831,6836.7
23832,6768
23833,6864.4
23834,6944.9
23835,6856.3
23836,6934.9
23837,7007.3
23838,7086.8
23839,7162.1
23840,7248.9
23841,7330.2
23842,7253.4
23843,7168
23844,7084.2
23845,7165.4
23846,7247.6
23847,7173.1
23848,7249.5
23849,7173.1
23850,7094.6
23851,7173.1
23852,7246.3
23853,7152.4
23854,7077.6
23855,7157
23856,7236.7
23857,7311.8
23858,7225.2
23859,7307.4
23860,7383.7
23861,7467.8
23862,7381.2
23863,7308
23864,7382.4
23865,7462.9
23866,7388.1
23867,7467.8
23868,7389.3
23869,7481.5
23870,7558.4
23871,7482.7
23872,7405.6
23873,7482.1
23874,7406.8
23875,7327
23876,7408.1
23877,7485.2
23878,7407.5
23879,7324.5
23880,7237.4
23881,7164.1
23882,7275
23883,7367.3
23884,7289.6
23885,7212.4
23886,7292.2
23887,7219.4
23888,7293.5
23889,7368
23890,7287.1
23891,7214.3
23892,7142.7
23893,7055.3
23894,6978.1
23895,6896.1
23896,6819.1
23897,6894
23898,6976.8
23899,7063.2
23900,7168
23901,7240.6
23902,7319.4
23903,7236.1
23904,7164.1
23905,7241.9
23906,7163.4
23907,7248.2
23908,7329.5
23909,7250.8
23910,7177.6
23911,7099.8
23912,7177
23913,7253.4
23914,7327.6
23915,7402.5
23916,7322
23917,7245
23918,7322
23919,7231
23920,7312.5
23921,7238.7
23922,7165.4
23923,7081.5
23924,7170.5
23925,7096.6
23926,7169.2
23927,7243.1
23928,7168.6
23929,7076.3
23930,7151.1
23931,7223.9
23932,7309.9
23933,7387.4
23934,7478.4
23935,7393.1
23936,7288.4
23937,7186
23938,7090
23939,7013.2
23940,6912.1
23941,6996.7
23942,6925.5
23943,7004
23944,7077
23945,6993.4
23946,6902.8
23947,6834
23948,6746.7
23949,6656.9
23950,6576.5
23951,6656.9
23952,6726.1
23953,6631.9
23954,6543.3
23955,6611.6
23956,6542.6
23957,6609.5
23958,6686.1
23959,6612.3
23960,6686.1
23961,6614.4
23962,6681.9
23963,6761.1
23964,6832.7
23965,6756.3
23966,6685.4
23967,6609.5
23968,6692.3
23969,6760.5
23970,6633.2
23971,6563.1
23972,6440.6
23973,6359.6
23974,6270.2
23975,6207.8
23976,6276.8
23977,6357.4
23978,6433.4
23979,6511.4
23980,6580.7
23981,6650.7
23982,6582.8
23983,6506.4
23984,6578.6
23985,6507.1
23986,6440.6
23987,6358.9
23988,6288.6
23989,6212.3
23990,6295.2
23991,6358.9
23992,6285.6
23993,6214.5
23994,6125.2
23995,6213
23996,6277.5
23997,6347.2
23998,6281.2
23999,6347.9
24000,6421.2
24001,6328.9
24002,6401
24003,6337
24004,6268.7
24005,6194.4
24006,6113.9
24007,6196.6
24008,6262.8
24009,6186.9
24010,6250.9
24011,6318
24012,6237.6
24013,6172.7
24014,6085
24015,6007.7
24016,5945
24017,5879.2
24018,5793.5
24019,5866.6
24020,5938.7
24021,6007.7
24022,5926.2
24023,5851.6
24024,5924.7
24025,5990
24026,6062.9
24027,6127.5
24028,6198.1
24029,6135.1
24030,6206.3
